Loan_ID,,Years_in_Employment,Marital_Status,Dependents,Applicant_Age,Applicant_Income,Loan_Amount,Interest_Rate,Credit_Score,Coapplicant_Income,,Existing_Debt,,Loan_Term_Months,,Collateral_Value,Employment_Type,Education_Level,Property_Area,Loan_Start_Date,Payment_Delays_6months,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_End_Date,Probability_of_Default,Default_Status,,,,,,,,,,,,,
371ecd7b-27cd-4130-8722-9389571aa876,,5,Single,0,45,96460,33288,10.3,556,20764,,98143.63079,,60,,22316.75831064226,Salaried,Graduate,Semiurban,6-May-2023,1,29.642527431339072,0.8372244042969242,11-Dec-2027,1,1,,Skewness,0.01520478,Skewness,0.084022928,Skewness,1.303113377,Skewness,-0.01286971,Skewness,-0.123079459,Skewness,0.179209633
1a2a73ed-562b-4f79-8374-59eef50bea63,,4,Single,1,57,69644,20411,9,700,2025,,43129.71929,,24,,29310.28130210806,Salaried,Graduate,Rural,22-Jul-2020,1,10.919347168030038,0.6017820466980706,25-May-2022,0.9999999999997876,1,,Range,42,Range,155727,Range,169886,Range,19.2,Range,550,Range,93028
5be6128e-18c2-4797-a142-ea7d17be3111,,2,Married,2,61,73789,29915,6.4,624,49520,,33102.92601,,36,,67395.57222,Salaried,Not Graduate,Urban,19-Mar-2022,2,28.466741776527087,0.2684528911535765,21-Dec-2024,0.9999999999692452,1,,Minimum,22,Minimum,17,Minimum,8329,Minimum,-2.2,Minimum,300,Minimum,2
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,,6,Married,1,45,63580,59586,7.2,561,19508,,56924.30574,,60,,125815.39550414038,Salaried,Not Graduate,Rural,14-Sep-2018,1,20.340797600072257,0.6851003832419018,21-Apr-2023,0.9999999960282068,1,,Maximum,64,Maximum,155744,Maximum,178215,Maximum,17,Maximum,850,Maximum,93030
759cde66-bacf-43d0-8b1f-9163ce9ff57f,,7,Divorced,3,24,20805,24348,6.2,636,37812,,16267.04235,,60,,69846.38314055753,Self-Employed,Graduate,Rural,20-Mar-2022,1,9.101232008,0.2775093375334615,25-Oct-2026,1,1,,Sum,857498,Sum,1204660865,Sum,786355021,Sum,149556.8,Sum,12970735,Sum,607471710.3
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,,2,Married,1,43,10866,19309,9.9,509,14605,,54487.37371,,24,,129652.50442527005,Salaried,Graduate,Rural,25-Oct-2021,1,25.98876442420951,2.1391085785492088,28-Aug-2023,0.9999999481201712,1,,Count,20000,Count,20000,Count,20000,Count,20000,Count,20000,Count,20000
4b0dbb41-8d52-48f1-942c-3fe860e7a113,,3,Married,0,23,53967,57879,7.2,657,5696,,89262.22869,,36,,37791.51357530286,Salaried,Not Graduate,Semiurban,7-Mar-2023,2,12.501175047985914,1.4960818700177212,9-Dec-2025,0.9999999999978506,1,,Confidence Level(95.0%),0.170397315,Confidence Level(95.0%),343.3592558,Confidence Level(95.0%),226.2465751,Confidence Level(95.0%),0.034837299,Confidence Level(95.0%),1.361999836,Confidence Level(95.0%),197.0729465
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,,24,Single,1,45,44932,32284,6.9,604,23006,,27312.7547,,24,,1634.4313707767456,Self-Employed,Not Graduate,Urban,9-Jan-2023,2,28.54338892869394,0.4020187918593632,11-Nov-2024,0.9999999999885288,1,,,,,,,,,,,,,
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,,3,Married,2,51,45735,36570,7.8,623,38419,,27574.29023,,12,,137205.5330457667,Self-Employed,Graduate,Semiurban,9-Jan-2023,3,17.10060920316546,0.327660748,11-Dec-2023,1,1,,,,,,,,,,,,,
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,,8,Married,3,59,28394,81198,8.4,619,4601,,8944.069012,,24,,81853.71682544088,Salaried,Graduate,Rural,14-Sep-2023,0,42.33196630406584,0.2710652506989742,17-Jul-2025,1,1,,,,,,,,,,,,,
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,,4,Married,3,23,87713,42921,8.9,632,25253,,89632.42784,,36,,174.4938236,Salaried,Graduate,Semiurban,3-Jan-2020,2,12.80759232963486,0.7934390383212659,7-Oct-2022,0.9999999999973964,1,,,,,,,,,,,,,
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,,8,Married,3,42,34220,46458,12.5,576,28163,,79548.78664,,60,,32309.192456373272,Salaried,Graduate,Rural,4-Feb-2023,1,27.377147289217373,1.2751472594965854,11-Sep-2027,0.9999999998930048,1,,,,,,,,,,,,,
7412b293-4729-4739-a14f-f3d719db3ad0,,8,Married,1,54,32603,21465,6,396,23672,,44832.01809,,84,,80244.95702977407,Salaried,Graduate,Urban,20-May-2023,2,43.18178264956397,0.7966454277837782,27-Oct-2029,0.9999961687508654,1,,,,,,,,,,,,,
29a3b2e9-5d65-4441-9588-42dea2bc372f,,6,Married,0,33,60959,59820,8.6,845,11259,,52479.81187,,36,,84697.42738756466,Salaried,Graduate,Urban,27-Apr-2019,1,36.07385471,0.7266759698558092,29-Jan-2022,0.9999999999999992,1,,,,,,,,,,,,,
ab9099a4-35a2-40ae-9af3-05535ec42e08,,10,Married,2,43,87085,22634,8,822,27761,,17186.53617,,12,,130607.78403788278,Salaried,Not Graduate,Rural,4-Jan-2023,0,23.216041313977517,0.1496472365195563,6-Dec-2023,0.9999999999999896,1,,,,,,,,,,,,,
aefcfad8-efc8-4849-b3aa-7efe4458a885,,15,Married,1,46,81208,14817,7.9,723,19464,,76809.2564,,84,,67660.17181225763,Salaried,Graduate,Rural,28-Jan-2018,0,33.40303981441298,0.762957858,7-Jul-2024,0.9999999999997912,1,,,,,,,,,,,,,
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,,5,Single,2,48,43759,43746,5.4,610,8153,,15792.45893,,12,,57701.569818035736,Salaried,Not Graduate,Semiurban,23-Mar-2019,1,20.68062921241832,0.3042101001068756,22-Feb-2020,0.9999999999538616,1,,,,,,,,,,,,,
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,,2,Married,0,63,54690,38347,7.8,728,47622,,52252.38469,,60,,37864.68300404168,Business,Graduate,Rural,1-Apr-2023,1,29.615038749805265,0.5107110991456264,6-Nov-2027,0.9999999999999316,1,,,,,,,,,,,,,
451b4cf3-6123-4df7-b656-af7229d4beef,,3,Married,3,49,101007,44568,8.1,475,44717,,7206.403111,,12,,78570.64231195109,Salaried,Graduate,Rural,11-Oct-2019,2,37.32569667888133,0.049452071,11-Sep-2020,0.9999999244012442,1,,,,,,,,,,,,,
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,,8,Married,1,37,87651,25738,7.7,742,20432,,41752.71286,,12,,22586.73290395069,Self-Employed,Graduate,Urban,4-Apr-2021,1,36.15446929895538,0.3862987385980475,6-Mar-2022,0.9999999999999782,1,,,,,,,,,,,,,
5304317f-af42-412f-b838-b3268e944239,,6,Married,0,36,81916,27436,10.1,597,21089,,40260.34037,,36,,135515.9460515517,Salaried,Graduate,Urban,1-Jan-2018,0,5.746180544967634,0.3908543227995666,5-Oct-2020,0.9999999990954712,1,,,,,,,,,,,,,
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,,1,Married,1,24,69631,25688,5.8,517,28520,,13704.86763,,24,,37255.452980884176,Salaried,Graduate,Urban,10-Dec-2020,5,22.87898760021473,0.1396290206229216,13-Oct-2022,0.999999997,1,,,,,,,,,,,,,
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,,1,Married,0,58,62504,68940,6.1,766,42775,,30410.01888,,12,,43441.570928517314,Salaried,Graduate,Rural,2-Mar-2021,4,18.128382698203644,0.2888489635312867,1-Feb-2022,0.9999999999999876,1,,,,,,,,,,,,,
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,,6,Divorced,1,28,110214,24612,5.9,700,49718,,38203.55083,,36,,69849.75354941482,Business,Graduate,Semiurban,22-Oct-2021,2,41.701402729019286,0.2388722204432296,26-Jul-2024,0.9999999999992571,1,,,,,,,,,,,,,
9132b63e-f162-47e4-a9c3-49e03602f8ac,,2,Divorced,1,42,88214,26827,5.8,601,7955,,7405.067763,,60,,14135.299155134257,Salaried,Graduate,Rural,28-Dec-2022,2,5.146230400244154,0.076999769,4-Aug-2027,0.9999999999799668,1,,,,,,,,,,,,,
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,,4,Single,2,30,63052,35236,9.6,645,44263,,24168.60537,,84,,129801.04040195265,Salaried,Not Graduate,Rural,23-Nov-2018,1,24.06061345657436,0.2252097112013363,2-May-2025,0.9999999999297168,1,,,,,,,,,,,,,
e27a984d-6548-41d0-bfcd-9eb1a7cad415,,7,Married,0,60,78080,22690,11.6,557,31768,,79522.4543,,24,,125846.98438266944,Self-Employed,Graduate,Rural,20-Mar-2019,3,25.369905747603934,0.7239251545571713,20-Jan-2021,0.9999999951630574,1,,,,,,,,,,,,,
24933b83-7577-40a9-a491-f0b2ea1fca65,,5,Single,3,39,53768,30580,7.9,702,27428,,71851.11541,,60,,128781.1106982292,Salaried,Graduate,Rural,9-Aug-2023,0,35.49661525153797,0.8848986466012283,15-Mar-2028,0.9999999999963088,1,,,,,,,,,,,,,
beb79919-3f22-4af8-a3be-d01d43cf2fde,,1,Married,1,25,19890,15719,7.7,697,11903,,41625.92839,,36,,97130.98620437096,Salaried,Graduate,Rural,25-Oct-2022,3,42.45129723800474,1.309238485,29-Jul-2025,0.9999999999982424,1,,,,,,,,,,,,,
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,,2,Single,0,46,34440,29944,3.5,687,27619,,66794.31861,,84,,36851.568401716206,Salaried,Graduate,Semiurban,7-Apr-2020,1,27.77057482,1.0762861521954608,15-Sep-2026,0.9999999999995136,1,,,,,,,,,,,,,
956269f0-e5d7-4875-adad-d6c795a76d79,,2,Married,2,35,48481,11921,9.7,435,28181,,87894.05625,,60,,100701.60237216669,Salaried,Graduate,Urban,10-Feb-2020,1,28.70661582208291,1.146499044505111,16-Sep-2024,0.9999990277013296,1,,,,,,,,,,,,,
ff50bde4-3825-47b8-9cab-cc97663f1c97,,2,Single,0,30,46863,33153,5.9,673,24757,,76398.57531,,36,,46565.312687149126,Salaried,Graduate,Semiurban,4-May-2018,1,28.57078310133624,1.066706347426568,5-Feb-2021,0.9999999999986884,1,,,,,,,,,,,,,
7e570ddf-8270-40a8-a369-b584ff5e9ff0,,5,Divorced,0,47,41922,21762,9.4,537,27432,,53046.20666,,60,,82514.86143140102,Salaried,Graduate,Rural,2-Sep-2018,1,29.245634104461733,0.7648505033389652,9-Apr-2023,0.9999999964312098,1,,,,,,,,,,,,,
dc713d96-0c0f-4195-817a-f08a1745d6d8,,4,Married,1,23,43059,22062,8.6,739,46071,,95222.39408,,36,,98863.21090636196,Salaried,Graduate,Rural,19-Jan-2023,1,7.854113389195011,1.0683420367416008,23-Oct-2025,0.9999999999997676,1,,,,,,,,,,,,,
28f49481-a0a0-4dc4-a720-9bdf1c11f735,,2,Married,1,41,92652,29005,9,643,34688,,48055.11581,,12,,116711.24963145272,Self-Employed,Graduate,Urban,3-Aug-2020,4,46.89210545578586,0.3773734759932108,5-Jul-2021,0.9999999999483432,1,,,,,,,,,,,,,
98ae4334-6c12-4ce8-ae34-0454cac5b68c,,1,Married,1,49,105816,26237,5.2,850,44401,,70312.527,,84,,146554.15401545362,Business,Graduate,Rural,24-Sep-2018,0,33.463465973837415,0.4680699183909226,3-Mar-2025,1,1,,,,,,,,,,,,,
988c24c9-61b1-4d22-a280-1c4510435a10,,1,Married,4,28,92808,58201,5.8,594,8562,,62540.52689,,36,,20498.289683947125,Salaried,Graduate,Semiurban,15-Aug-2021,0,47.65740401998318,0.616946927,19-May-2024,0.9999999999674012,1,,,,,,,,,,,,,
405cacec-8774-49a9-b7d2-1e02ff01cf99,,21,Divorced,0,29,6065,24478,8.9,509,24659,,41295.3402,,84,,53375.03935754352,Business,Graduate,Rural,28-Apr-2019,2,39.738930164892295,1.3440306006045653,5-Oct-2025,0.9999999943020071,1,,,,,,,,,,,,,
f143262f-dc5c-4eed-8da0-365bf89897b9,,4,Married,0,56,86947,40701,3.1,565,22544,,74982.21139,,24,,147312.91054687597,Self-Employed,Graduate,Rural,30-Jan-2023,0,44.27310762846368,0.6848190862344906,2-Dec-2024,0.9999999938023434,1,,,,,,,,,,,,,
1d53434b-b881-49b9-ae27-0da702f06b90,,11,Married,2,35,78412,18049,7.2,651,38514,,67847.37797,,12,,119106.65446528938,Salaried,Graduate,Urban,3-Oct-2020,0,28.684022459992004,0.5802541583613053,4-Sep-2021,0.9999999999635408,1,,,,,,,,,,,,,
c0398710-8976-4334-a281-7efdae849217,,10,Single,1,38,59069,31268,5.7,541,33569,,5974.743543,,36,,12868.882795128317,Salaried,Graduate,Rural,28-Dec-2019,3,6.091360998,0.064494905,1-Oct-2022,0.9999999996121424,1,,,,,,,,,,,,,
5715bd6f-a416-4293-84c2-e2e3444ea7c8,,4,Married,2,57,47575,30361,9.8,411,41478,,9019.786036,,24,,133914.6421044214,Salaried,Graduate,Urban,9-May-2018,4,41.531586375013696,0.1012844570263268,11-Mar-2020,0.9999902933456216,1,,,,,,,,,,,,,
287d06ca-6f4c-469a-8b22-d3081c8eaee9,,7,Married,1,61,52377,41754,5.9,713,54091,,89173.02207,,36,,14183.422136389085,Self-Employed,Graduate,Semiurban,17-Sep-2018,2,12.287708592264725,0.8375491652400704,21-Jun-2021,0.9999999999999312,1,,,,,,,,,,,,,
b8db0672-f42d-47cc-80d4-af5974273ca3,,2,Married,0,25,84749,37457,5.8,850,33422,,7624.528085,,36,,17900.065238047107,Salaried,Graduate,Semiurban,4-Oct-2020,1,10.181617494965444,0.064520598,9-Jul-2023,1,1,,,,,,,,,,,,,
f8cda88b-436d-46e2-b83c-fe0be037e5ed,,6,Single,2,23,69642,30763,6.3,788,29491,,40426.57132,,24,,66116.75400430553,Salaried,Graduate,Rural,14-Jan-2023,0,12.33513508,0.4077972372593823,16-Nov-2024,1,1,,,,,,,,,,,,,
81f76d1c-2dbc-4134-830f-f46e8026695f,,2,Married,0,27,90489,34678,4.2,614,26132,,41381.98343,,12,,38661.40437099728,Business,Not Graduate,Semiurban,2-Nov-2021,3,7.2320047557459715,0.3548385675667926,4-Oct-2022,0.9999999999787708,1,,,,,,,,,,,,,
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,,9,Single,3,63,80366,56401,9,592,30374,,16247.18349,,60,,93066.43693621212,Salaried,Not Graduate,Urban,31-Jan-2022,3,29.028809304881005,0.1929754669927089,7-Sep-2026,0.9999999996684704,1,,,,,,,,,,,,,
81f631d4-a392-41a7-9777-a4774c66e0a8,,1,Married,1,25,96012,26036,7.5,644,11248,,55313.76647,,84,,90370.79488033068,Salaried,Graduate,Semiurban,28-Aug-2020,2,17.36813113959847,0.5156931827051249,5-Feb-2027,0.9999999999780104,1,,,,,,,,,,,,,
5fb8d16c-2720-497d-b2eb-d6899be578c7,,8,Married,3,50,75849,34033,8.2,764,5675,,22470.8627,,24,,136993.98197049118,Salaried,Graduate,Semiurban,1-Aug-2020,0,10.404902428032416,0.2756315572361588,4-Jun-2022,1,1,,,,,,,,,,,,,
f4188f3f-8a14-4e62-a95b-4715c333e861,,1,Married,1,39,31569,35109,7.7,592,21921,,53927.32061,,36,,106492.56565856397,Salaried,Graduate,Rural,20-Mar-2019,2,10.569141877193186,1.0081568976214323,22-Dec-2021,0.9999999995428632,1,,,,,,,,,,,,,
eb2263dd-87c5-421e-ac24-a3c5c754108f,,11,Divorced,4,47,19998,63245,10.4,629,24103,,45937.36959,,84,,11488.279912028229,Salaried,Graduate,Rural,25-Jul-2021,3,30.14209898764567,1.0416164707281428,2-Jan-2028,0.9999999999958566,1,,,,,,,,,,,,,
7d154385-52fb-443b-9954-6eb400257ad1,,2,Married,1,55,76151,48593,9.6,850,55918,,34372.66003,,36,,65934.41922662056,Salaried,Graduate,Urban,14-Nov-2023,5,19.443259840027714,0.2602609224682908,18-Aug-2026,0.9999999999999996,1,,,,,,,,,,,,,
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,,6,Married,1,31,75014,28095,5.8,663,31502,,35499.57748,,12,,90082.29939912818,Business,Graduate,Semiurban,22-Jun-2020,1,39.38226468058293,0.3332761669660464,24-May-2021,0.9999999999914138,1,,,,,,,,,,,,,
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,,4,Divorced,0,57,44571,23066,9.1,792,32290,,13673.87833,,12,,2897.3667760265444,Salaried,Graduate,Rural,12-Mar-2018,1,26.184138561314374,0.1779016722028367,11-Feb-2019,0.9999999999999988,1,,,,,,,,,,,,,
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,,3,Divorced,2,35,66182,33982,9.3,682,18730,,90584.25357,,24,,79911.13994047932,Salaried,Graduate,Urban,30-Jul-2023,0,4.338341243160683,1.0667889907832828,1-Jun-2025,0.9999999999977256,1,,,,,,,,,,,,,
14296c07-f26b-4776-913e-4de2e0c53cb8,,6,Single,1,52,48639,21769,8.9,645,27873,,43257.17153,,24,,139009.0776259973,Salaried,Not Graduate,Semiurban,28-Apr-2020,1,21.56823263000583,0.565357149,1-Mar-2022,0.9999999999104536,1,,,,,,,,,,,,,
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,,15,Married,0,36,47670,48225,6.2,647,3099,,91445.7343,,24,,111766.7533536285,Salaried,Graduate,Urban,17-Apr-2018,3,45.30747167451905,1.8011765669293165,18-Feb-2020,0.9999999999683764,1,,,,,,,,,,,,,
885f6e66-c2b6-42c5-ba5d-310011b7e948,,1,Married,1,29,24168,67383,7.5,504,39607,,19177.03943,,60,,45604.40654,Salaried,Graduate,Rural,6-Oct-2020,1,18.26635434859377,0.3006936688828992,13-May-2025,0.9999999935677226,1,,,,,,,,,,,,,
a8e56e0c-20de-435d-a031-d750c40db9b4,,13,Married,1,35,61119,36786,7.9,693,23818,,38933.36181,,84,,102612.56408457628,Salaried,Not Graduate,Rural,10-Sep-2021,0,13.260408424667752,0.458373894,18-Feb-2028,0.9999999999972446,1,,,,,,,,,,,,,
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,,5,Single,1,44,47078,39569,6.5,700,30374,,93638.75684,,36,,75777.72273409009,Business,Graduate,Rural,18-Dec-2022,1,16.02131888429342,1.5917649522078734,21-Sep-2025,0.9999999999992248,1,,,,,,,,,,,,,
9b49bd26-df57-459a-8715-a10343dac043,,9,Married,0,61,69459,52166,8.5,542,27439,,84138.81964,,24,,121589.21427298708,Salaried,Graduate,Urban,5-Mar-2023,0,46.54659707391959,0.8683146331747811,5-Jan-2025,0.9999999911172536,1,,,,,,,,,,,,,
edcd465e-3638-4821-b6e0-7cc06c52c49f,,3,Married,2,42,16167,34555,7.8,765,39997,,76813.85907,,84,,65384.2928,Salaried,Graduate,Rural,24-Nov-2018,4,67.04655841551323,1.3676463823562208,3-May-2025,0.9999999999999776,1,,,,,,,,,,,,,
b09b2a5c-badc-432a-8159-0f538a0f4efb,,4,Married,0,37,75047,51385,9.4,661,41585,,37410.10284,,36,,46867.53817506135,Salaried,Graduate,Urban,5-Mar-2023,5,53.47925841771488,0.3207505837639466,7-Dec-2025,0.9999999999974014,1,,,,,,,,,,,,,
66245bfa-4fcc-439a-b683-d2e6337ea2df,,11,Married,0,39,47118,24618,7.6,623,56956,,8568.153393,,12,,134935.71518763274,Salaried,Graduate,Rural,24-Jan-2021,2,12.629798074051791,0.08232672,26-Dec-2021,0.9999999997501504,1,,,,,,,,,,,,,
5f987c71-a65e-488e-abf3-ad39fec21bbe,,3,Single,1,45,33334,69242,8.2,801,28164,,26775.294,,12,,108978.87604755355,Salaried,Not Graduate,Rural,10-Feb-2018,1,26.86444812637657,0.435377713,12-Jan-2019,0.9999999999999848,1,,,,,,,,,,,,,
7394988f-847f-49b4-a64d-1bcb702753a1,,4,Single,0,47,49002,52515,11.9,503,12885,,91665.33897,,84,,17928.09583460065,Salaried,Graduate,Rural,6-Jan-2022,0,18.51832804784958,1.4811488328506108,15-Jun-2028,0.9999999973804728,1,,,,,,,,,,,,,
1064005c-3985-43cf-bf76-be1d1efa2197,,1,Single,1,46,20044,54686,14.2,694,35212,,65999.82798,,84,,144245.0439402269,Salaried,Graduate,Rural,9-Dec-2020,0,26.265801400604623,1.1944156935801833,19-May-2027,0.9999999999915096,1,,,,,,,,,,,,,
8dcdcd03-969b-4662-8562-8059568cc69b,,1,Married,2,62,52726,57113,6.4,715,44667,,8005.744405,,12,,24959.335210667898,Self-Employed,Graduate,Semiurban,6-Feb-2021,2,18.560986209712308,0.082199565,8-Jan-2022,0.9999999999999074,1,,,,,,,,,,,,,
01d74256-3860-4ab6-96a4-02f23ae8cc93,,6,Single,1,50,63079,38816,8.1,677,37372,,18374.56108,,36,,138474.9322195636,Salaried,Not Graduate,Semiurban,9-Apr-2022,2,17.788096757494614,0.1829188177894158,11-Jan-2025,0.9999999999815146,1,,,,,,,,,,,,,
0f1259e0-a18f-46b6-b535-106e122c9a56,,7,Married,3,36,61816,39951,6.8,595,31999,,63651.672,,60,,8305.405293731561,Salaried,Not Graduate,Semiurban,17-Sep-2020,2,18.18736459086457,0.6784735225916573,24-Apr-2025,0.9999999999786228,1,,,,,,,,,,,,,
080aadfb-e7c9-4b26-9141-25c63a9bedd4,,5,Married,2,22,71499,18461,9.6,850,41003,,40667.31714,,12,,51267.91296284097,Business,Graduate,Rural,18-May-2021,0,12.705289595882205,0.3614776240737135,19-Apr-2022,0.9999999999999998,1,,,,,,,,,,,,,
839fbc50-1223-4513-9496-f63cdc1110c1,,1,Married,2,46,45808,42235,6.6,722,24791,,92028.73047,,60,,110471.5318274896,Self-Employed,Not Graduate,Urban,18-Jan-2021,2,20.935318278945942,1.3035230945291445,25-Aug-2025,0.9999999999992482,1,,,,,,,,,,,,,
7c441fe7-ab42-40a7-874a-493b3ceddf2d,,3,Married,1,28,79484,39065,5,557,30966,,25312.83608,,84,,116116.7163301502,Salaried,Graduate,Urban,10-Jan-2021,3,21.72676557063949,0.2291770656668442,20-Jun-2027,0.9999999962043732,1,,,,,,,,,,,,,
b92da22b-21df-406f-8a0b-3c3336d8393a,,3,Married,1,30,66654,36138,7.7,586,34062,,22877.85477,,24,,19197.821859733765,Salaried,Graduate,Rural,15-Jul-2019,2,37.857074884033466,0.2271498829926762,17-May-2021,1,1,,,,,,,,,,,,,
93829b43-922f-415a-a1e3-db63ef7ddc76,,4,Married,1,45,80398,56612,5.8,468,9654,,41646.66092,,60,,50213.39683161042,Salaried,Graduate,Urban,20-Apr-2019,2,36.13134795769188,0.4624683344347287,25-Nov-2023,0.9999999560338128,1,,,,,,,,,,,,,
7914c120-c8dc-419f-be35-11287900f7f9,,11,Divorced,2,22,101477,21707,9.4,634,20002,,86069.76199,,12,,68423.66212,Salaried,Graduate,Urban,2-Feb-2020,3,54.68904653863308,0.70850973,3-Jan-2021,0.9999999999815904,1,,,,,,,,,,,,,
1825bc54-30be-445f-a835-14f2ceb81f9d,,8,Divorced,3,29,21219,36811,8.2,850,11080,,34109.78536,,60,,26545.57934283155,Salaried,Graduate,Semiurban,2-Jun-2020,4,9.344548478,1.0560305063994084,7-Jan-2025,1,1,,,,,,,,,,,,,
