Loan_ID,Applicant_Age,Years_in_Employment,Marital_Status,Dependents,Applicant_Income,Coapplicant_Income,Credit_Score,Existing_Debt,Loan_Amount,Loan_Term_Months,Interest_Rate,Collateral_Value,Employment_Type,Education_Level,Property_Area,Loan_Start_Date,Payment_Delays_6mo,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_End_Date,Probability_of_Default,Default_Status
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,43,2,Married,1,10866,14605.0,509,54487.37371280544,19309,24,9.9,129652.50442527005,Salaried,Graduate,Rural,2021-10-25,1,25.98876442420951,2.1391085785492088,2023-08-28,0.9999999481201711,1
4b0dbb41-8d52-48f1-942c-3fe860e7a113,23,3,Married,0,53967,5696.0,657,89262.22869273732,57879,36,7.2,37791.51357530286,Salaried,Not Graduate,Semiurban,2023-03-07,2,12.501175047985914,1.4960818700177212,2025-12-09,0.9999999999978506,1
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,45,24,Single,1,44932,23006.0,604,27312.754700133275,32284,24,6.9,1634.4313707767456,Self-Employed,Not Graduate,Urban,2023-01-09,2,,0.4020187918593632,2024-11-11,0.9999999999885287,1
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,51,3,Married,2,45735,38419.0,623,27574.290229786755,36570,12,7.8,137205.5330457667,Self-Employed,Graduate,Semiurban,2023-01-09,3,17.10060920316546,0.327660747784288,2023-12-11,0.9999999997390259,1
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,59,8,Married,3,28394,4601.0,619,8944.069012063352,81198,24,8.4,81853.71682544088,Salaried,Graduate,Rural,2023-09-14,0,42.33196630406584,0.2710652506989742,2025-07-17,0.9999999999390821,1
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,23,4,Married,3,87713,25253.0,632,89632.42784203845,42921,36,8.9,174.493823649996,Salaried,Graduate,Semiurban,2020-01-03,2,12.807592329634861,0.7934390383212659,2022-10-07,0.9999999999973963,1
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,42,8,Married,3,34220,28163.0,576,79548.78663643498,46458,60,12.5,32309.192456373272,Salaried,Graduate,Rural,2023-02-04,1,27.377147289217373,1.2751472594965854,2027-09-11,0.9999999998930049,1
7412b293-4729-4739-a14f-f3d719db3ad0,54,8,Married,1,32603,23672.0,396,44832.0180939599,21465,84,6.0,80244.95702977407,Salaried,Graduate,Urban,2023-05-20,2,43.181782649563964,0.7966454277837782,2029-10-27,0.9999961687508654,1
29a3b2e9-5d65-4441-9588-42dea2bc372f,33,6,Married,0,60959,11259.0,845,52479.81186701668,59820,36,8.6,84697.42738756466,Salaried,Graduate,Urban,2019-04-27,1,36.0738547123604,0.7266759698558092,2022-01-29,0.9999999999999991,1
ab9099a4-35a2-40ae-9af3-05535ec42e08,43,10,Married,2,87085,27761.0,822,17186.53617256149,22634,12,8.0,130607.78403788278,Salaried,Not Graduate,Rural,2023-01-04,0,23.216041313977513,0.14964723651955636,2023-12-06,0.9999999999999896,1
aefcfad8-efc8-4849-b3aa-7efe4458a885,46,15,Married,1,81208,19464.0,723,76809.25640257348,14817,84,7.9,67660.17181225763,Salaried,Graduate,Rural,2018-01-28,0,33.40303981441298,0.762957857643792,2024-07-07,0.9999999999997911,1
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,48,5,Single,2,43759,8153.0,610,15792.458926848236,43746,12,5.4,57701.569818035736,Salaried,Not Graduate,Semiurban,2019-03-23,1,20.68062921241832,0.30421010010687566,2020-02-22,0.9999999999538616,1
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,63,2,Married,0,54690,47622.0,728,52252.38468688647,38347,60,7.8,37864.683004041675,Business,Graduate,Rural,2023-04-01,1,29.615038749805265,0.5107110991456264,2027-11-06,0.9999999999999316,1
451b4cf3-6123-4df7-b656-af7229d4beef,49,3,Married,3,101007,44717.0,475,7206.403110648208,44568,12,8.1,78570.64231195109,Salaried,Graduate,Rural,2019-10-11,2,37.32569667888133,0.04945207144037199,2020-09-11,0.9999999244012442,1
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,37,8,Married,1,87651,20432.0,742,41752.712862631364,25738,12,7.7,22586.732903950695,Self-Employed,Graduate,Urban,2021-04-04,1,36.154469298955384,0.3862987385980475,2022-03-06,0.9999999999999782,1
5304317f-af42-412f-b838-b3268e944239,36,6,Married,0,81916,21089.0,597,40260.34037429216,27436,36,10.1,135515.9460515517,Salaried,Graduate,Urban,2018-01-01,0,5.746180544967634,0.3908543227995666,2020-10-05,0.9999999990954713,1
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,24,1,Married,1,69631,28520.0,517,13704.867632181002,25688,24,5.8,37255.452980884176,Salaried,Graduate,Urban,2020-12-10,5,22.878987600214735,0.1396290206229216,2022-10-13,0.999999997343614,1
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,58,1,Married,0,62504,42775.0,766,30410.018880573865,68940,12,6.1,43441.570928517314,Salaried,Graduate,Rural,2021-03-02,4,18.128382698203644,0.2888489635312867,2022-02-01,0.9999999999999876,1
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,28,6,Divorced,1,110214,49718.0,700,38203.55083214704,24612,36,5.9,69849.75354941482,Business,Graduate,Semiurban,2021-10-22,2,41.701402729019286,0.23887222044322962,2024-07-26,0.9999999999992573,1
9132b63e-f162-47e4-a9c3-49e03602f8ac,42,2,Divorced,1,88214,7955.0,601,7405.0677627039695,26827,60,5.8,14135.299155134257,Salaried,Graduate,Rural,2022-12-28,2,5.146230400244154,0.07699976877096776,2027-08-04,0.9999999999799669,1
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,30,4,Single,2,63052,44263.0,645,24168.605367282613,35236,84,9.6,129801.04040195263,Salaried,Not Graduate,Rural,2018-11-23,1,24.06061345657436,0.22520971120133637,2025-05-02,0.9999999999297169,1
e27a984d-6548-41d0-bfcd-9eb1a7cad415,60,7,Married,0,78080,31768.0,557,79522.45430295072,22690,24,11.6,125846.98438266943,Self-Employed,Graduate,Rural,2019-03-20,3,25.369905747603934,0.7239251545571713,2021-01-20,0.9999999951630574,1
24933b83-7577-40a9-a491-f0b2ea1fca65,39,5,Single,3,53768,27428.0,702,71851.11540807993,30580,60,7.9,128781.11069822921,Salaried,Graduate,Rural,2023-08-09,0,35.49661525153797,0.8848986466012283,2028-03-15,0.9999999999963087,1
beb79919-3f22-4af8-a3be-d01d43cf2fde,25,1,Married,1,19890,11903.0,697,41625.92838870458,15719,36,7.7,97130.98620437096,Salaried,Graduate,Rural,2022-10-25,3,42.45129723800474,1.3092384848935201,2025-07-29,0.9999999999982423,1
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,46,2,Single,0,34440,27619.0,687,66794.3186052503,29944,84,3.5,36851.568401716206,Salaried,Graduate,Semiurban,2020-04-07,1,27.7705748235822,1.0762861521954608,2026-09-15,0.9999999999995137,1
956269f0-e5d7-4875-adad-d6c795a76d79,35,2,Married,2,48481,28181.0,435,87894.05624889533,11921,60,9.7,100701.60237216669,Salaried,Graduate,Urban,2020-02-10,1,28.70661582208291,1.146499044505111,2024-09-16,0.9999990277013296,1
ff50bde4-3825-47b8-9cab-cc97663f1c97,30,2,Single,0,46863,24757.0,673,76398.57530903823,33153,36,5.9,46565.312687149126,Salaried,Graduate,Semiurban,2018-05-04,1,28.57078310133624,1.0667063474265681,2021-02-05,0.9999999999986884,1
7e570ddf-8270-40a8-a369-b584ff5e9ff0,47,5,Divorced,0,41922,27432.0,537,53046.206659073934,21762,60,9.4,82514.86143140102,Salaried,Graduate,Rural,2018-09-02,1,29.245634104461733,0.7648505033389652,2023-04-09,0.9999999964312098,1
dc713d96-0c0f-4195-817a-f08a1745d6d8,23,4,Married,1,43059,46071.0,739,95222.39407681562,22062,36,8.6,98863.21090636197,Salaried,Graduate,Rural,2023-01-19,1,7.854113389195011,1.0683420367416008,2025-10-23,0.9999999999997677,1
28f49481-a0a0-4dc4-a720-9bdf1c11f735,41,2,Married,1,92652,34688.0,643,48055.11580645146,29005,12,9.0,116711.24963145272,Self-Employed,Graduate,Urban,2020-08-03,4,46.89210545578586,0.3773734759932108,2021-07-05,0.9999999999483433,1
98ae4334-6c12-4ce8-ae34-0454cac5b68c,49,1,Married,1,105816,44401.0,850,70312.52700084762,26237,84,5.2,146554.15401545362,Business,Graduate,Rural,2018-09-24,0,33.463465973837415,0.46806991839092266,2025-03-03,0.999999999999996,1
988c24c9-61b1-4d22-a280-1c4510435a10,28,1,Married,4,92808,8562.0,594,62540.526889677705,58201,36,5.8,20498.289683947125,Salaried,Graduate,Semiurban,2021-08-15,0,47.65740401998318,0.616946926533996,2024-05-19,0.9999999999674012,1
405cacec-8774-49a9-b7d2-1e02ff01cf99,29,21,Divorced,0,6065,24659.0,509,41295.340203575266,24478,84,8.9,53375.03935754352,Business,Graduate,Rural,2019-04-28,2,39.738930164892295,1.3440306006045653,2025-10-05,0.9999999943020073,1
f143262f-dc5c-4eed-8da0-365bf89897b9,56,4,Married,0,86947,22544.0,565,74982.21138998684,40701,24,3.1,147312.91054687597,Self-Employed,Graduate,Rural,2023-01-30,0,44.27310762846368,0.6848190862344906,2024-12-02,0.9999999938023434,1
1d53434b-b881-49b9-ae27-0da702f06b90,35,11,Married,2,78412,38514.0,651,67847.37797471235,18049,12,7.2,119106.65446528938,Salaried,Graduate,Urban,2020-10-03,0,28.684022459992004,0.5802541583613053,2021-09-04,0.9999999999635407,1
c0398710-8976-4334-a281-7efdae849217,38,10,Single,1,59069,33569.0,541,5974.743542861665,31268,36,5.7,12868.882795128317,Salaried,Graduate,Rural,2019-12-28,3,6.09136099806336,0.06449490541631134,2022-10-01,0.9999999996121425,1
5715bd6f-a416-4293-84c2-e2e3444ea7c8,57,4,Married,2,47575,41478.0,411,9019.786036022513,30361,24,9.8,133914.6421044214,Salaried,Graduate,Urban,2018-05-09,4,41.531586375013696,0.10128445702632687,2020-03-11,0.9999902933456216,1
287d06ca-6f4c-469a-8b22-d3081c8eaee9,61,7,Married,1,52377,54091.0,713,89173.02207394506,41754,36,5.9,14183.422136389085,Self-Employed,Graduate,Semiurban,2018-09-17,2,12.287708592264725,0.8375491652400704,2021-06-21,0.9999999999999312,1
b8db0672-f42d-47cc-80d4-af5974273ca3,25,2,Married,0,84749,33422.0,850,7624.528085338813,37457,36,5.8,17900.065238047107,Salaried,Graduate,Semiurban,2020-10-04,1,10.181617494965444,0.06452059781791637,2023-07-09,1.0,1
f8cda88b-436d-46e2-b83c-fe0be037e5ed,23,6,Single,2,69642,29491.0,788,40426.5713184716,30763,24,6.3,66116.75400430553,Salaried,Graduate,Rural,2023-01-14,0,12.3351350814205,0.4077972372593823,2024-11-16,0.999999999999992,1
81f76d1c-2dbc-4134-830f-f46e8026695f,27,2,Married,0,90489,26132.0,614,41381.98342677449,34678,12,4.2,38661.40437099728,Business,Not Graduate,Semiurban,2021-11-02,3,7.2320047557459715,0.3548385675667926,2022-10-04,0.9999999999787708,1
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,63,9,Single,3,80366,,592,16247.18349251714,56401,60,9.0,93066.43693621212,Salaried,Not Graduate,Urban,2022-01-31,3,29.028809304881005,0.1929754669927089,2026-09-07,0.9999999996684705,1
81f631d4-a392-41a7-9777-a4774c66e0a8,25,1,Married,1,96012,11248.0,644,55313.766470134404,26036,84,7.5,90370.79488033068,Salaried,Graduate,Semiurban,2020-08-28,2,17.36813113959847,0.5156931827051249,2027-02-05,0.9999999999780103,1
5fb8d16c-2720-497d-b2eb-d6899be578c7,50,8,Married,3,75849,5675.0,764,22470.862703677845,34033,24,8.2,136993.98197049118,Salaried,Graduate,Semiurban,2020-08-01,0,10.404902428032416,0.2756315572361588,2022-06-04,0.999999999999774,1
f4188f3f-8a14-4e62-a95b-4715c333e861,39,1,Married,1,31569,21921.0,592,53927.32061066804,35109,36,7.7,106492.56565856395,Salaried,Graduate,Rural,2019-03-20,2,10.569141877193186,1.0081568976214323,2021-12-22,0.9999999995428632,1
eb2263dd-87c5-421e-ac24-a3c5c754108f,47,11,Divorced,4,19998,24103.0,629,45937.36959205255,63245,84,10.4,11488.279912028227,Salaried,Graduate,Rural,2021-07-25,3,30.14209898764567,1.0416164707281428,2028-01-02,0.9999999999958566,1
7d154385-52fb-443b-9954-6eb400257ad1,55,2,Married,1,76151,55918.0,850,34372.66003038717,48593,36,9.6,65934.41922662056,Salaried,Graduate,Urban,2023-11-14,5,19.443259840027714,0.2602609224682908,2026-08-18,0.9999999999999996,1
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,31,6,Married,1,75014,31502.0,663,35499.57747672236,28095,12,5.8,90082.29939912818,Business,Graduate,Semiurban,2020-06-22,1,39.38226468058293,0.3332761669660464,2021-05-24,0.9999999999914138,1
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,57,4,Divorced,0,44571,32290.0,792,13673.878328854436,23066,12,9.1,2897.3667760265444,Salaried,Graduate,Rural,2018-03-12,1,26.184138561314374,0.17790167220283673,2019-02-11,0.9999999999999989,1
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,35,3,Divorced,2,66182,18730.0,682,90584.2535743809,33982,24,9.3,79911.13994047932,Salaried,Graduate,Urban,2023-07-30,0,4.338341243160683,1.0667889907832828,2025-06-01,0.9999999999977256,1
14296c07-f26b-4776-913e-4de2e0c53cb8,52,6,Single,1,48639,27873.0,645,43257.17153318262,21769,24,8.9,139009.0776259973,Salaried,Not Graduate,Semiurban,2020-04-28,1,21.56823263000583,0.565357148892118,2022-03-01,0.9999999999104536,1
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,36,15,Married,0,47670,3099.0,647,91445.73430300139,48225,24,6.2,111766.7533536285,Salaried,Graduate,Urban,2018-04-17,3,45.30747167451905,1.8011765669293163,2020-02-18,0.9999999999683764,1
885f6e66-c2b6-42c5-ba5d-310011b7e948,29,1,Married,1,24168,39607.0,504,19177.03942667578,67383,60,7.5,45604.406536731796,Salaried,Graduate,Rural,2020-10-06,1,18.26635434859377,0.3006936688828992,2025-05-13,0.9999999935677226,1
a8e56e0c-20de-435d-a031-d750c40db9b4,35,13,Married,1,61119,23818.0,693,38933.36181344863,36786,84,7.9,102612.56408457627,Salaried,Not Graduate,Rural,2021-09-10,0,13.260408424667752,0.458373894057414,2028-02-18,0.9999999999972446,1
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,44,5,Single,1,47078,,700,93638.75684353257,39569,36,6.5,75777.72273409009,Business,Graduate,Rural,2022-12-18,1,16.02131888429342,1.5917649522078734,2025-09-21,0.9999999999992248,1
9b49bd26-df57-459a-8715-a10343dac043,61,9,Married,0,69459,27439.0,542,84138.81964000312,52166,24,8.5,121589.21427298707,Salaried,Graduate,Urban,2023-03-05,0,46.546597073919585,0.8683146331747811,2025-01-05,0.9999999911172536,1
edcd465e-3638-4821-b6e0-7cc06c52c49f,42,3,Married,2,16167,39997.0,765,76813.85906503715,34555,84,7.8,65384.2927998305,Salaried,Graduate,Rural,2018-11-24,4,67.04655841551323,1.3676463823562208,2025-05-03,0.9999999999999776,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,37,4,Married,0,75047,41585.0,661,37410.10283614039,51385,36,9.4,46867.538175061345,Salaried,Graduate,Urban,2023-03-05,5,53.47925841771488,0.32075058376394666,2025-12-07,0.9999999999974014,1
66245bfa-4fcc-439a-b683-d2e6337ea2df,39,11,Married,0,47118,56956.0,623,8568.153393299766,24618,12,7.6,134935.71518763274,Salaried,Graduate,Rural,2021-01-24,2,12.629798074051793,0.08232672008935639,2021-12-26,0.9999999997501503,1
5f987c71-a65e-488e-abf3-ad39fec21bbe,45,3,Single,1,33334,28164.0,801,26775.29399939667,69242,12,8.2,108978.87604755357,Salaried,Not Graduate,Rural,2018-02-10,1,26.864448126376566,0.435377713448945,2019-01-12,0.9999999999999849,1
7394988f-847f-49b4-a64d-1bcb702753a1,47,4,Single,0,49002,12885.0,503,91665.3389674586,52515,84,11.9,17928.09583460065,Salaried,Graduate,Rural,2022-01-06,0,18.51832804784958,1.4811488328506108,2028-06-15,0.9999999973804727,1
1064005c-3985-43cf-bf76-be1d1efa2197,46,1,Single,1,20044,35212.0,694,65999.82798016019,54686,84,14.2,144245.0439402269,Salaried,Graduate,Rural,2020-12-09,0,26.265801400604623,1.1944156935801833,2027-05-19,0.9999999999915097,1
8dcdcd03-969b-4662-8562-8059568cc69b,62,1,Married,2,52726,44667.0,715,8005.74440525476,57113,12,6.4,24959.335210667898,Self-Employed,Graduate,Semiurban,2021-02-06,2,18.560986209712308,0.0821995647088605,2022-01-08,0.9999999999999074,1
01d74256-3860-4ab6-96a4-02f23ae8cc93,50,6,Single,1,63079,37372.0,677,18374.561084582405,38816,36,8.1,138474.9322195636,Salaried,Not Graduate,Semiurban,2022-04-09,2,17.788096757494614,0.18291881778941588,2025-01-11,0.9999999999815146,1
0f1259e0-a18f-46b6-b535-106e122c9a56,36,7,Married,3,61816,31999.0,595,63651.67199545892,39951,60,6.8,8305.405293731561,Salaried,Not Graduate,Semiurban,2020-09-17,2,18.18736459086457,0.6784735225916573,2025-04-24,0.9999999999786227,1
080aadfb-e7c9-4b26-9141-25c63a9bedd4,22,5,Married,2,71499,41003.0,850,40667.317141165,18461,12,9.6,51267.91296284097,Business,Graduate,Rural,2021-05-18,0,12.705289595882205,0.36147762407371353,2022-04-19,0.9999999999999998,1
839fbc50-1223-4513-9496-f63cdc1110c1,46,1,Married,2,45808,24791.0,722,92028.73047375759,42235,60,6.6,110471.5318274896,Self-Employed,Not Graduate,Urban,2021-01-18,2,20.935318278945946,1.3035230945291443,2025-08-25,0.9999999999992482,1
7c441fe7-ab42-40a7-874a-493b3ceddf2d,28,3,Married,1,79484,30966.0,557,25312.836079968612,39065,84,5.0,116116.71633015019,Salaried,Graduate,Urban,2021-01-10,3,21.72676557063949,0.22917706566684423,2027-06-20,0.9999999962043731,1
b92da22b-21df-406f-8a0b-3c3336d8393a,30,3,Married,1,66654,34062.0,586,22877.854765373373,36138,24,7.7,19197.821859733765,Salaried,Graduate,Rural,2019-07-15,2,37.857074884033466,0.22714988299267624,2021-05-17,0.99999999995137,1
93829b43-922f-415a-a1e3-db63ef7ddc76,45,4,Married,1,80398,9654.0,468,41646.66092085063,56612,60,5.8,50213.39683161042,Salaried,Graduate,Urban,2019-04-20,2,36.13134795769188,0.46246833443472873,2023-11-25,0.9999999560338128,1
7914c120-c8dc-419f-be35-11287900f7f9,22,11,Divorced,2,101477,20002.0,634,86069.76198882588,21707,12,9.4,68423.6621200773,Salaried,Graduate,Urban,2020-02-02,3,54.68904653863308,0.708509729904724,2021-01-03,0.9999999999815903,1
1825bc54-30be-445f-a835-14f2ceb81f9d,29,8,Divorced,3,21219,11080.0,850,34109.78535670089,36811,60,8.2,26545.57934283155,Salaried,Graduate,Semiurban,2020-06-02,4,9.34454847844499,1.0560305063994084,2025-01-07,1.0,1
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,45,1,Married,0,50434,9141.0,508,27556.404698726634,30905,12,11.9,83643.18573717159,Salaried,Graduate,Semiurban,2021-03-08,2,,0.4625420420761151,2022-02-07,0.9999999837789919,1
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,32,12,Married,0,40928,8898.0,681,70578.73687613316,48349,60,8.5,82272.54867107794,Self-Employed,Graduate,Rural,2020-05-07,3,22.61764069779178,1.4164757435955035,2024-12-12,0.9999999999975218,1
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,38,4,Married,2,113456,31544.0,615,8238.872529429218,51104,24,6.0,54723.25971091125,Self-Employed,Graduate,Urban,2022-02-12,2,10.226064110968458,0.05681941868972778,2023-12-16,0.9999999999663156,1
0f844fef-1931-49ee-a56c-0941fbf24050,29,7,Married,2,74932,38040.0,682,46669.93984123566,65373,24,1.6,149177.4491497712,Salaried,Graduate,Urban,2023-12-22,0,73.85626056427003,0.413107024167152,2025-10-24,0.9999999999806046,1
ccf3a171-56dc-4907-ba6c-34ab6712303a,56,1,Married,2,67179,12940.0,687,98605.66649846655,42960,60,3.7,98107.52759175851,Salaried,Graduate,Semiurban,2020-09-05,1,44.425758398045645,1.23072474411466,2025-04-12,0.9999999999969924,1
310c0c00-3fa7-4104-9bf9-0e27dc96925e,56,6,Married,4,89899,13742.0,667,35950.12798685995,33328,84,5.0,35595.431008907326,Salaried,Graduate,Semiurban,2019-07-10,2,6.806324919217334,0.3468683351041079,2025-12-17,0.9999999999986309,1
23e2fcb4-72d8-467d-894a-05e430b187ef,54,2,Single,0,60310,36094.0,506,61749.23112505279,53421,84,10.5,143740.65207930765,Self-Employed,Graduate,Rural,2021-01-04,2,17.85945430889695,0.6405189681557263,2027-06-14,0.9999998931492079,1
766ecb15-474e-4c19-aef9-12766c006f61,26,3,Married,2,71666,44915.0,566,49606.01155669246,35781,60,3.3,,Salaried,Graduate,Semiurban,2023-08-18,0,15.378554480332532,0.42550317850690894,2028-03-24,0.9999999994838573,1
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,63,1,Married,1,48598,35972.0,609,89450.17077909141,27417,24,3.3,77786.87157167315,Self-Employed,Graduate,Semiurban,2019-05-29,2,16.62859034388111,1.057693190089882,2021-03-31,0.9999999999178244,1
db20a56e-dc81-4fe7-8eda-8bbb71710434,60,1,Single,1,25888,44593.0,661,9638.107877935949,29008,60,9.1,81907.34410514608,Salaried,Graduate,Urban,2023-03-27,1,25.29305711445371,0.13674566382815398,2027-11-01,0.9999999999924272,1
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,62,1,Single,1,82436,,785,79628.83477450369,30412,12,6.3,40704.899339503194,Salaried,Graduate,Urban,2023-09-01,2,62.58588112047042,0.7259840521361701,2024-08-02,0.9999999999999958,1
03c72ba8-d605-4770-8a63-f881ffd0f9d5,49,2,Married,3,36004,41678.0,850,44887.22064894029,99425,84,2.3,5684.464818486784,Self-Employed,Graduate,Rural,2021-06-02,1,42.89471553130428,0.5778255300251057,2027-11-10,1.0,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,28,1,Married,0,78714,25005.0,638,6818.1242849054015,69197,84,7.2,58925.547562119886,Self-Employed,Graduate,Rural,2020-08-22,3,53.498430436171205,0.06573586853938876,2027-01-30,0.9999999999879119,1
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,30,6,Divorced,0,87090,35278.0,606,62777.12644703748,24584,12,5.1,103750.06888170636,Salaried,Graduate,Semiurban,2023-05-24,5,33.856328889012225,0.5130149502491438,2024-04-24,0.9999999997803091,1
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,29,1,Single,1,3888,,664,63286.06455052773,59826,60,7.4,71621.76363420225,Self-Employed,Graduate,Rural,2019-07-18,2,27.831880120306902,3.7816590708412146,2024-02-22,0.9999999999966749,1
2a25a888-0f02-4ad0-a706-7ef466aa9385,33,5,Married,1,86120,51336.0,677,62130.70562614837,45063,60,9.6,50858.03532780073,Salaried,Graduate,Semiurban,2022-11-19,0,,0.4520010303305642,2027-06-26,0.999999999998701,1
